crossword_form,length,lemma,pos,date,formation,definition,url
ALTILATITUDE,12,altilatitude,noun,1633,compound,Altitude and latitude combined (in quot. as a…,http://www.oed.com/dictionary/altilatitude_n
ANYLENGTHIAN,12,any-lengthian,adjective,1805,derivative,Unscrupulous; ready to go any lengths (see…,http://www.oed.com/dictionary/any-lengthian_adj
BALLOONICISM,12,balloonicism,noun,1838,derivative,A technical phrase in ballooning.,http://www.oed.com/dictionary/balloonicism_n
BALLOTICALLY,12,ballotically,adverb,c1842,derivative,In reference to the ballot.,http://www.oed.com/dictionary/ballotically_adv
BLACKAPRONRY,12,black-apronry,noun,1832,compound,"The wearers of black aprons, spec. the clerical…",http://www.oed.com/dictionary/black-apronry_n
BLACKARTSHIP,12,black artship,noun,a1692,derivative,Only in your Black Artship: a mock title or form…,http://www.oed.com/dictionary/black-artship_n
BLOCKHEADESS,12,blockheadess,noun,1827,derivative,A stupid or foolish woman.,http://www.oed.com/dictionary/blockheadess_n
CALODEMONIAL,12,calodemonial,adjective,a1529,compound,Of or pertaining to beautiful or good spirits.,http://www.oed.com/dictionary/calodemonial_adj
CATACATHOLIC,12,Catacatholic,adjective,1608,derivative,Of or relating to an apparent or supposed form of…,http://www.oed.com/dictionary/catacatholic_adj
CENTILINGUED,12,centilingued,adjective,1853,compound,Having a hundred tongues.,http://www.oed.com/dictionary/centilingued_adj
CHUFFECHAFFE,12,chuffe chaffe,adjective,1582,variant,Meaning uncertain: perhaps ‘swollen’ or ‘puffed…,http://www.oed.com/dictionary/chuffe-chaffe_adj
CLERICOMETER,12,clericometer,noun,1864,compound,A standard or device for measuring the outlook…,http://www.oed.com/dictionary/clericometer_n
CLIMACTERIAN,12,climacterian,noun,a1734,derivative,A person who uses the rhetorical device of climax…,http://www.oed.com/dictionary/climacterian_n
CLOAKATIVELY,12,cloakatively,adverb,1674,derivative,Superficially.,http://www.oed.com/dictionary/cloakatively_adv
CODICILLULAR,12,codicillular,adjective,1829,borrowing,Of the nature of a codicil or supplement.,http://www.oed.com/dictionary/codicillular_adj
CONCLOUTMENT,12,concloutment,noun,1593,derivative,"A clouting together, a patchwork.",http://www.oed.com/dictionary/concloutment_n
CONFORMALIST,12,conformalist,noun,1631,derivative,"= conformist, n.",http://www.oed.com/dictionary/conformalist_n
CONVERSIONER,12,conversioner,noun,1655,derivative,A writer on conversion.,http://www.oed.com/dictionary/conversioner_n
CORNUCOPIOUS,12,cornucopious,adjective,1654,derivative,"(Cf. cornucopia, n. d.)",http://www.oed.com/dictionary/cornucopious_adj
COUNTERPACER,12,counterpacer,noun,1556,derivative,One who paces or walks opposite; in plural =…,http://www.oed.com/dictionary/counterpacer_n
COUNTYOCRACY,12,countyocracy,noun,1859,compound,The aristocracy and leading families of a county.,http://www.oed.com/dictionary/countyocracy_n
CROTCHETHERO,12,crotchet-hero,noun,1807,compound,A musician.,http://www.oed.com/dictionary/crotchet-hero_n
DECATESSARAD,12,decatessarad,noun,a1614,borrowing,A poem of 14 lines.,http://www.oed.com/dictionary/decatessarad_n
DECILLIONIST,12,decillionist,noun,1865,derivative,One who deals in infinitesimal doses (of a drug)…,http://www.oed.com/dictionary/decillionist_n
DEHOMINATION,12,dehomination,noun,1647,borrowing,Deprival of the character or attributes of humanity.,http://www.oed.com/dictionary/dehomination_n
DEMONOSOPHER,12,demonosopher,noun,1780,compound,A person inspired by a demon or by the Devil.,http://www.oed.com/dictionary/demonosopher_n
DEPAROCHIATE,12,deparochiate,verb,1762,borrowing,intransitive. To depart from one's own parish.,http://www.oed.com/dictionary/deparochiate_v
DISCURSATIVE,12,discursative,adjective,1819,borrowing,That tends to pass from one object of thought to…,http://www.oed.com/dictionary/discursative_adj
DISDETERMINE,12,disdetermine,verb,1651,derivative,"transitive. To undo that which is determined, to annul.",http://www.oed.com/dictionary/disdetermine_v
DISKNOWLEDGE,12,disknowledge,verb,1576,derivative,"transitive. To put out of knowledge, make…",http://www.oed.com/dictionary/disknowledge_v
DOGMATOPOEIC,12,dogmatopoeic,adjective,1893,borrowing,Creating dogmas.,http://www.oed.com/dictionary/dogmatopoeic_adj
DUTCHDEFENCE,12,Dutch defence,noun,1749,compound,"Surrender, capitulation.",http://www.oed.com/dictionary/dutch-defence_n
EFFUMABILITY,12,effumability,noun,1680,borrowing,Capability of being converted into vapour.,http://www.oed.com/dictionary/effumability_n
ELVISHMARKED,12,elvish-marked,adjective,1597,compound,Marked or afflicted by elves; (hence) spiteful or…,http://www.oed.com/dictionary/elvish-marked_adj
EMBABUINIZED,12,embabuinized,adjective,1603,borrowing,Infatuated (with).,http://www.oed.com/dictionary/embabuinized_adj
ETCETERARIST,12,etceterarist,noun,a1843,derivative,A person who uses the word ‘etcetera’.,http://www.oed.com/dictionary/etceterarist_n
EVERYWAYNESS,12,everywayness,noun,1674,derivative,The quality of extending in every direction.,http://www.oed.com/dictionary/everywayness_n
FEATHERGLORY,12,feather-glory,noun,a1626,compound,Light and transitory glory.,http://www.oed.com/dictionary/feather-glory_n
FIRESIDESHIP,12,firesideship,noun,1845,derivative,(With preceding possessive adjective) a mock…,http://www.oed.com/dictionary/firesideship_n
GOBLETOFFICE,12,goblet-office,noun,1653,compound,A place for storing wine and other alcoholic drinks.,http://www.oed.com/dictionary/goblet-office_n
GOLDSMITHESS,12,goldsmithess,noun,c1450,derivative,A female goldsmith.,http://www.oed.com/dictionary/goldsmithess_n
HARDFASTNESS,12,hardfastness,noun,1674,compound,Density.,http://www.oed.com/dictionary/hardfastness_n
HOLIDAYWOMAN,12,holiday woman,noun,1548,compound,A woman who is at rest instead of working; an…,http://www.oed.com/dictionary/holiday-woman_n
HURRICANIOUS,12,hurricanious,adjective,1706,derivative,Hurricane-like.,http://www.oed.com/dictionary/hurricanious_adj
HUSBANDFIELD,12,husband-field,noun,1811,compound,A cultivated field.,http://www.oed.com/dictionary/husband-field_n
IMMONARCHIZE,12,immonarchize,verb,1679,derivative,transitive. To confer monarchy upon; to make into…,http://www.oed.com/dictionary/immonarchize_v
IMMONASTERED,12,immonastered,adjective,1622,derivative,Shut up in a monastery.,http://www.oed.com/dictionary/immonastered_adj
IMPALETOCKED,12,impaletocked,adjective,1653,borrowing,"Rendering French empaletoqué ‘muffled, or lapt vp…",http://www.oed.com/dictionary/impaletocked_adj
INSENSIBLIST,12,insensiblist,noun,1782,derivative,One who professes insensibility or apathy.,http://www.oed.com/dictionary/insensiblist_n
JEWELDARLING,12,jewel-darling,adjective,1643,compound,That is as precious or highly prized as a jewel.,http://www.oed.com/dictionary/jewel-darling_adj
JUNKETACEOUS,12,junketaceous,adjective,1760,derivative,Given to junketing or merrymaking.,http://www.oed.com/dictionary/junketaceous_adj
KIRKOMANETIC,12,kirkomanetic,adjective,1652,derivative,Fervently supportive of the Kirk or Church of Scotland.,http://www.oed.com/dictionary/kirkomanetic_adj
LETTERSTRUCK,12,letter-struck,adjective,1667,compound,Smitten with love of literature and learning.,http://www.oed.com/dictionary/letter-struck_adj
MAGISTRICIDE,12,magistricide,noun,1670,borrowing,A person who kills his or her master or teacher.,http://www.oed.com/dictionary/magistricide_n
MEMORANDUMER,12,memorandumer,noun,1787,derivative,A person who makes memoranda.,http://www.oed.com/dictionary/memorandumer_n
METHEGLINIST,12,metheglinist,noun,1655,derivative,A brewer of metheglin.,http://www.oed.com/dictionary/metheglinist_n
MICRANTHROPE,12,micranthrope,noun,1822,borrowing,"= micranthropos, n.",http://www.oed.com/dictionary/micranthrope_n
MICROSCOPIZE,12,microscopize,verb,1846,derivative,intransitive. To work with a microscope.,http://www.oed.com/dictionary/microscopize_v
MIDDLEAGEISM,12,middleageism,noun,1840,derivative,Medievalism.,http://www.oed.com/dictionary/middleageism_n
MOSSTROOPERY,12,mosstroopery,noun,1845,derivative,The practices of the moss-troopers.,http://www.oed.com/dictionary/mosstroopery_n
NEIGHBOURIZE,12,neighbourize,verb,1899,derivative,intransitive. To associate with others as…,http://www.oed.com/dictionary/neighbourize_v
NEPHELOLATER,12,nephelolater,noun,1895,compound,A person who admires clouds.,http://www.oed.com/dictionary/nephelolater_n
NIGRICANTING,12,nigricanting,adjective,?1715,borrowing,That blackens (figurative in quot. 1715).,http://www.oed.com/dictionary/nigricanting_adj
NOTHINGIZING,12,nothingizing,noun,1834,derivative,"Reduction to nothing, obliteration.",http://www.oed.com/dictionary/nothingizing_n
OBITANEOUSLY,12,obitaneously,adverb,a1834,derivative,"By the way, in passing. Cf. obiter, adv.",http://www.oed.com/dictionary/obitaneously_adv
OBSCENOMETER,12,obscenometer,noun,1828,compound,An imaginary instrument for measuring the degree…,http://www.oed.com/dictionary/obscenometer_n
OCTAGONFACED,12,octagon-faced,adjective,1892,compound,"Able to show eight different faces, extremely…",http://www.oed.com/dictionary/octagon-faced_adj
OMNISCIOLISM,12,omnisciolism,noun,1892,compound,The quality of knowing a little about everything.,http://www.oed.com/dictionary/omnisciolism_n
OMNIVOROSITY,12,omnivorosity,noun,1896,derivative,"= omnivorousness, n.",http://www.oed.com/dictionary/omnivorosity_n
OTHERSELFISH,12,otherselfish,adjective,1877,derivative,Altruistic.,http://www.oed.com/dictionary/otherselfish_adj
OVERTURCASED,12,overturcased,adjective,1647,derivative,Covered with turquoises.,http://www.oed.com/dictionary/overturcased_adj
PALAEOMACHIC,12,palaeomachic,adjective,1877,,Of or relating to ancient warfare.,http://www.oed.com/dictionary/palaeomachic_adj
PANCAKEWARDS,12,pancakewards,adverb,1867,derivative,Towards or for a pancake.,http://www.oed.com/dictionary/pancakewards_adv
PANFRIVOLIUM,12,panfrivolium,noun,1834,compound,A place or scene of utter frivolity. (In quot…,http://www.oed.com/dictionary/panfrivolium_n
PAPYROPHOBIA,12,papyrophobia,noun,1790,compound,Fear of paper.,http://www.oed.com/dictionary/papyrophobia_n
PARSONOLATRY,12,parsonolatry,noun,1852,derivative,The worship of parsons.,http://www.oed.com/dictionary/parsonolatry_n
PASSERICIDAL,12,passericidal,adjective,a1876,borrowing,That kills sparrows; sparrow-killing.,http://www.oed.com/dictionary/passericidal_adj
PASTELLETEER,12,pastelleteer,noun,1893,derivative,A writer of literary pastels.,http://www.oed.com/dictionary/pastelleteer_n
PASTMERIDIAN,12,past-meridian,adjective,1898,compound,"Past one's prime, elderly.",http://www.oed.com/dictionary/past-meridian_adj
PATEROPHOBIA,12,paterophobia,noun,1840,borrowing,Fear or mistrust of the early Christian Fathers.,http://www.oed.com/dictionary/paterophobia_n
PATROLLOTISM,12,patrollotism,noun,1837,compound,The systematic use of patrols.,http://www.oed.com/dictionary/patrollotism_n
PATRONESSING,12,patronessing,noun,1834,derivative,"The behaviour of a patroness, esp. in support of…",http://www.oed.com/dictionary/patronessing_n
PEDICULARITY,12,pedicularity,noun,1876,derivative,The nature or set of characteristics of a louse.,http://www.oed.com/dictionary/pedicularity_n
PENANDINKAGE,12,pen-and-inkage,noun,1894,derivative,The use of pen and ink.,http://www.oed.com/dictionary/pen-and-inkage_n
PERRUQUERIAN,12,perruquerian,adjective,1836,derivative,Of or relating to a perruquier.,http://www.oed.com/dictionary/perruquerian_adj
PHILARCHAIST,12,philarchaist,noun,1652,borrowing,A person who prefers ancient things to their…,http://www.oed.com/dictionary/philarchaist_n
PHILOBRUTISH,12,philobrutish,adjective,1826,compound,Characterized by kindness to animals.,http://www.oed.com/dictionary/philobrutish_adj
PHILOBRUTIST,12,philobrutist,noun,1826,derivative,A person who is fond of or kind to animals; an…,http://www.oed.com/dictionary/philobrutist_n
PHILOKLEPTIC,12,philokleptic,adjective,1865,compound,Supporting or associating with thieves.,http://www.oed.com/dictionary/philokleptic_adj
PHOBANTHROPY,12,phobanthropy,noun,1848,borrowing,Morbid dread or strong dislike of humankind; =…,http://www.oed.com/dictionary/phobanthropy_n
PIANOFORTING,12,pianoforting,noun,1822,derivative,The action of playing the pianoforte.,http://www.oed.com/dictionary/pianoforting_n
PINGUIFEROUS,12,pinguiferous,adjective,1855,borrowing,"Fatty, greasy; causing fatness.",http://www.oed.com/dictionary/pinguiferous_adj
PLATFORMALLY,12,platformally,adverb,1870,derivative,In the manner of a platform speaker.,http://www.oed.com/dictionary/platformally_adv
PLAYWRIGHTRY,12,play-wrightry,noun,1851,derivative,"= playwrighting, n.",http://www.oed.com/dictionary/play-wrightry_n
PLOUSIOCRACY,12,plousiocracy,noun,1839,borrowing,"The wealthy ruling class. Cf. plutocracy, n.",http://www.oed.com/dictionary/plousiocracy_n
POLLUTIONATE,12,pollutionate,adjective,1593,derivative,"Polluted, desecrated.",http://www.oed.com/dictionary/pollutionate_adj
POLYBUTTONED,12,polybuttoned,adjective,1846,compound,Wearing many buttons.,http://www.oed.com/dictionary/polybuttoned_adj
POLYLYCHNOUS,12,polylychnous,adjective,1839,,Having many lamps or lights.,http://www.oed.com/dictionary/polylychnous_adj
POLYPRAGMIST,12,polypragmist,noun,1613,borrowing,"= polypragmatist, n.",http://www.oed.com/dictionary/polypragmist_n
PONTITECTURE,12,pontitecture,noun,1853,borrowing,The building of bridges.,http://www.oed.com/dictionary/pontitecture_n
POSTPARATIVE,12,postparative,noun,1581,derivative,An action performed after an exercise by way of…,http://www.oed.com/dictionary/postparative_n
POSTPONELESS,12,postponeless,adjective,c1862,derivative,That cannot be put off or averted.,http://www.oed.com/dictionary/postponeless_adj
POTWALLOPING,12,pot-walloping,noun,1849,compound,The sound produced by the boiler of a steam engine.,http://www.oed.com/dictionary/pot-walloping_n
POUNDIFEROUS,12,poundiferous,adjective,1871,compound,Accompanied by loud pounding.,http://www.oed.com/dictionary/poundiferous_adj
PRAELECTRESS,12,praelectress,noun,1889,derivative,A female lecturer.,http://www.oed.com/dictionary/praelectress_n
PRAYINGJENNY,12,praying-jenny,noun,1817,compound,A prayer wheel.,http://www.oed.com/dictionary/praying-jenny_n
PRECINCTUARY,12,precinctuary,adjective,1897,derivative,Concerned with a cathedral precinct or close.,http://www.oed.com/dictionary/precinctuary_adj
PREDECESSRIX,12,predecessrix,noun,1640,derivative,"= predecessoress, n.",http://www.oed.com/dictionary/predecessrix_n
PRETIEFOLLIE,12,pretiefollie,noun,1591,variant,The tree trefoil Medicago arborea (family…,http://www.oed.com/dictionary/pretiefollie_n
PRODITOMANIA,12,proditomania,noun,1898,borrowing,The irrational belief that everyone is a traitor.,http://www.oed.com/dictionary/proditomania_n
PROLEPSARIAN,12,prolepsarian,noun,1694,derivative,A person who explains something on the basis of a…,http://www.oed.com/dictionary/prolepsarian_n
PROLUSIONIZE,12,prolusionize,verb,1864,derivative,(intransitive) to deliver a prolusion (cf…,http://www.oed.com/dictionary/prolusionize_v
PROPUGNACLED,12,propugnacled,adjective,1875,derivative,Having ramparts; battlemented. (In quot. figurative.),http://www.oed.com/dictionary/propugnacled_adj
PROSODYBIGOT,12,prosody bigot,noun,1869,compound,A rigid follower of prosodic rules.,http://www.oed.com/dictionary/prosody-bigot_n
PROXIMIORITY,12,proximiority,noun,1720,borrowing,The fact of being nearer; greater proximity.,http://www.oed.com/dictionary/proximiority_n
PUGINESQUERY,12,Puginesquery,noun,1848,derivative,Matters related to Pugin or his architectural style.,http://www.oed.com/dictionary/puginesquery_n
PULLMANIZING,12,Pullmanizing,noun,1882,derivative,The practice of travelling in a Pullman car.,http://www.oed.com/dictionary/pullmanizing_n
PULPITOLATRY,12,pulpitolatry,noun,1853,derivative,Inordinate reverence for the pulpit or preaching.,http://www.oed.com/dictionary/pulpitolatry_n
PUPILABILITY,12,pupilability,noun,1761,derivative,"Perhaps: confidentiality, confidential character…",http://www.oed.com/dictionary/pupilability_n
PUPPYPEEPING,12,puppy-peeping,adjective,1895,compound,That looks with half-closed eyes like a puppy.,http://www.oed.com/dictionary/puppy-peeping_adj
QUIDNUNCKERY,12,quidnunckery,noun,1804,derivative,"= quidnuncism, n.",http://www.oed.com/dictionary/quidnunckery_n
QUIZZATORIAL,12,quizzatorial,adjective,1821,derivative,"= quizzacious, adj.",http://www.oed.com/dictionary/quizzatorial_adj
